full_name,self_assessment,performance_rating,goals_for_next_year
name_8642,4,Excellent,Feedback 8642
name_8643,56,Excellent,Feedback 8643
name_8644,62,Good,Feedback 8644
name_8645,81,Good,Feedback 8645
name_8646,25,Good,Feedback 8646
name_8647,97,Excellent,Feedback 8647
name_8648,65,Needs Improvement,Feedback 8648
name_8649,42,Good,Feedback 8649
name_8650,66,Good,Feedback 8650
name_8651,20,Good,Feedback 8651
name_8652,37,Needs Improvement,Feedback 8652
name_8653,88,Needs Improvement,Feedback 8653
name_8654,74,Good,Feedback 8654
name_8655,59,Good,Feedback 8655
name_8656,19,Good,Feedback 8656
name_8657,48,Needs Improvement,Feedback 8657
name_8658,83,Needs Improvement,Feedback 8658
name_8659,53,Needs Improvement,Feedback 8659
name_8660,28,Needs Improvement,Feedback 8660
name_8661,92,Needs Improvement,Feedback 8661
name_8662,27,Good,Feedback 8662
name_8663,58,Excellent,Feedback 8663
name_8664,27,Needs Improvement,Feedback 8664
name_8665,39,Excellent,Feedback 8665
name_8666,98,Excellent,Feedback 8666
name_8667,3,Needs Improvement,Feedback 8667
name_8668,98,Excellent,Feedback 8668
name_8669,53,Good,Feedback 8669
name_8670,93,Good,Feedback 8670
name_8671,41,Needs Improvement,Feedback 8671
name_8672,49,Excellent,Feedback 8672
name_8673,46,Good,Feedback 8673
name_8674,54,Good,Feedback 8674
name_8675,13,Excellent,Feedback 8675
name_8676,88,Good,Feedback 8676
name_8677,17,Excellent,Feedback 8677
name_8678,74,Excellent,Feedback 8678
name_8679,94,Excellent,Feedback 8679
name_8680,70,Good,Feedback 8680
name_8681,52,Good,Feedback 8681
name_8682,1,Excellent,Feedback 8682
name_8683,70,Excellent,Feedback 8683
name_8684,21,Good,Feedback 8684
name_8685,36,Needs Improvement,Feedback 8685
name_8686,59,Needs Improvement,Feedback 8686
name_8687,44,Good,Feedback 8687
name_8688,87,Needs Improvement,Feedback 8688
name_8689,76,Good,Feedback 8689
name_8690,28,Needs Improvement,Feedback 8690
name_8691,62,Good,Feedback 8691
name_8692,30,Good,Feedback 8692
name_8693,38,Excellent,Feedback 8693
name_8694,79,Needs Improvement,Feedback 8694
name_8695,28,Needs Improvement,Feedback 8695
name_8696,43,Excellent,Feedback 8696
name_8697,3,Excellent,Feedback 8697
name_8698,36,Good,Feedback 8698
name_8699,8,Needs Improvement,Feedback 8699
name_8700,80,Good,Feedback 8700
name_8701,42,Good,Feedback 8701
name_8702,75,Excellent,Feedback 8702
name_8703,16,Excellent,Feedback 8703
name_8704,19,Excellent,Feedback 8704
name_8705,59,Good,Feedback 8705
name_8706,3,Good,Feedback 8706
name_8707,51,Needs Improvement,Feedback 8707
name_8708,1,Good,Feedback 8708
name_8709,16,Needs Improvement,Feedback 8709
name_8710,54,Excellent,Feedback 8710
name_8711,18,Excellent,Feedback 8711
name_8712,76,Excellent,Feedback 8712
name_8713,2,Good,Feedback 8713
name_8714,31,Good,Feedback 8714
name_8715,57,Excellent,Feedback 8715
name_8716,86,Needs Improvement,Feedback 8716
name_8717,68,Needs Improvement,Feedback 8717
name_8718,53,Excellent,Feedback 8718
name_8719,95,Needs Improvement,Feedback 8719
name_8720,19,Needs Improvement,Feedback 8720
name_8721,21,Needs Improvement,Feedback 8721
name_8722,28,Excellent,Feedback 8722
name_8723,9,Good,Feedback 8723
name_8724,88,Good,Feedback 8724
name_8725,83,Excellent,Feedback 8725
name_8726,13,Excellent,Feedback 8726
name_8727,94,Needs Improvement,Feedback 8727
name_8728,19,Excellent,Feedback 8728
name_8729,18,Needs Improvement,Feedback 8729
name_8730,21,Good,Feedback 8730
name_8731,20,Needs Improvement,Feedback 8731
name_8732,23,Excellent,Feedback 8732
name_8733,28,Good,Feedback 8733
name_8734,44,Excellent,Feedback 8734
name_8735,20,Excellent,Feedback 8735
name_8736,5,Good,Feedback 8736
name_8737,89,Good,Feedback 8737
name_8738,100,Good,Feedback 8738
name_8739,63,Needs Improvement,Feedback 8739
name_8740,56,Needs Improvement,Feedback 8740
name_8741,85,Needs Improvement,Feedback 8741
name_8742,96,Excellent,Feedback 8742
name_8743,79,Needs Improvement,Feedback 8743
name_8744,53,Needs Improvement,Feedback 8744
name_8745,63,Good,Feedback 8745
name_8746,54,Excellent,Feedback 8746
name_8747,81,Excellent,Feedback 8747
name_8748,18,Excellent,Feedback 8748
name_8749,21,Needs Improvement,Feedback 8749
name_8750,89,Needs Improvement,Feedback 8750
name_8751,60,Needs Improvement,Feedback 8751
name_8752,8,Excellent,Feedback 8752
name_8753,53,Good,Feedback 8753
name_8754,86,Good,Feedback 8754
name_8755,22,Good,Feedback 8755
name_8756,52,Good,Feedback 8756
name_8757,70,Excellent,Feedback 8757
name_8758,12,Excellent,Feedback 8758
name_8759,42,Excellent,Feedback 8759
name_8760,17,Good,Feedback 8760
name_8761,42,Needs Improvement,Feedback 8761
name_8762,4,Good,Feedback 8762
name_8763,61,Good,Feedback 8763
name_8764,60,Needs Improvement,Feedback 8764
name_8765,84,Needs Improvement,Feedback 8765
name_8766,92,Good,Feedback 8766
name_8767,41,Excellent,Feedback 8767
name_8768,36,Good,Feedback 8768
name_8769,49,Excellent,Feedback 8769
name_8770,81,Good,Feedback 8770
name_8771,31,Good,Feedback 8771
name_8772,2,Excellent,Feedback 8772
name_8773,26,Needs Improvement,Feedback 8773
name_8774,59,Good,Feedback 8774
name_8775,17,Good,Feedback 8775
name_8776,81,Excellent,Feedback 8776
name_8777,90,Good,Feedback 8777
name_8778,77,Needs Improvement,Feedback 8778
name_8779,7,Needs Improvement,Feedback 8779
name_8780,7,Good,Feedback 8780
name_8781,77,Needs Improvement,Feedback 8781
name_8782,73,Needs Improvement,Feedback 8782
name_8783,25,Needs Improvement,Feedback 8783
name_8784,9,Excellent,Feedback 8784
name_8785,92,Needs Improvement,Feedback 8785
name_8786,20,Excellent,Feedback 8786
name_8787,78,Good,Feedback 8787
name_8788,73,Needs Improvement,Feedback 8788
name_8789,83,Good,Feedback 8789
name_8790,85,Excellent,Feedback 8790
name_8791,30,Good,Feedback 8791
name_8792,85,Excellent,Feedback 8792
name_8793,57,Excellent,Feedback 8793
name_8794,12,Excellent,Feedback 8794
name_8795,41,Needs Improvement,Feedback 8795
name_8796,69,Needs Improvement,Feedback 8796
name_8797,77,Good,Feedback 8797
name_8798,80,Needs Improvement,Feedback 8798
name_8799,56,Good,Feedback 8799
name_8800,69,Needs Improvement,Feedback 8800
name_8801,96,Good,Feedback 8801
name_8802,31,Excellent,Feedback 8802
name_8803,79,Good,Feedback 8803
name_8804,48,Good,Feedback 8804
name_8805,98,Needs Improvement,Feedback 8805
name_8806,54,Excellent,Feedback 8806
name_8807,51,Good,Feedback 8807
name_8808,53,Good,Feedback 8808
name_8809,97,Needs Improvement,Feedback 8809
name_8810,78,Needs Improvement,Feedback 8810
name_8811,72,Excellent,Feedback 8811
name_8812,44,Good,Feedback 8812
name_8813,82,Needs Improvement,Feedback 8813
name_8814,6,Excellent,Feedback 8814
name_8815,64,Good,Feedback 8815
name_8816,64,Needs Improvement,Feedback 8816
name_8817,48,Excellent,Feedback 8817
name_8818,9,Needs Improvement,Feedback 8818
name_8819,82,Excellent,Feedback 8819
name_8820,6,Excellent,Feedback 8820
name_8821,8,Good,Feedback 8821
name_8822,20,Excellent,Feedback 8822
name_8823,65,Needs Improvement,Feedback 8823
name_8824,20,Good,Feedback 8824
name_8825,97,Needs Improvement,Feedback 8825
name_8826,84,Needs Improvement,Feedback 8826
name_8827,4,Good,Feedback 8827
name_8828,61,Excellent,Feedback 8828
name_8829,3,Excellent,Feedback 8829
name_8830,89,Excellent,Feedback 8830
name_8831,36,Excellent,Feedback 8831
name_8832,9,Excellent,Feedback 8832
name_8833,91,Needs Improvement,Feedback 8833
name_8834,47,Needs Improvement,Feedback 8834
name_8835,86,Needs Improvement,Feedback 8835
name_8836,49,Excellent,Feedback 8836
name_8837,73,Good,Feedback 8837
name_8838,61,Needs Improvement,Feedback 8838
name_8839,35,Good,Feedback 8839
name_8840,4,Good,Feedback 8840
name_8841,14,Good,Feedback 8841
name_8842,15,Excellent,Feedback 8842
name_8843,81,Excellent,Feedback 8843
name_8844,55,Good,Feedback 8844
name_8845,59,Good,Feedback 8845
name_8846,76,Excellent,Feedback 8846
name_8847,30,Excellent,Feedback 8847
name_8848,28,Needs Improvement,Feedback 8848
name_8849,20,Needs Improvement,Feedback 8849
name_8850,54,Good,Feedback 8850
name_8851,15,Needs Improvement,Feedback 8851
name_8852,8,Excellent,Feedback 8852
name_8853,33,Excellent,Feedback 8853
name_8854,43,Good,Feedback 8854
name_8855,82,Needs Improvement,Feedback 8855
name_8856,19,Good,Feedback 8856
name_8857,25,Good,Feedback 8857
name_8858,85,Needs Improvement,Feedback 8858
name_8859,94,Good,Feedback 8859
name_8860,7,Excellent,Feedback 8860
name_8861,56,Needs Improvement,Feedback 8861
name_8862,17,Good,Feedback 8862
name_8863,67,Good,Feedback 8863
name_8864,58,Good,Feedback 8864
name_8865,90,Excellent,Feedback 8865
name_8866,57,Excellent,Feedback 8866
name_8867,62,Good,Feedback 8867
name_8868,14,Good,Feedback 8868
name_8869,78,Good,Feedback 8869
name_8870,6,Needs Improvement,Feedback 8870
name_8871,86,Good,Feedback 8871
name_8872,38,Good,Feedback 8872
name_8873,73,Excellent,Feedback 8873
name_8874,61,Excellent,Feedback 8874
name_8875,35,Good,Feedback 8875
name_8876,48,Good,Feedback 8876
name_8877,60,Needs Improvement,Feedback 8877
name_8878,19,Good,Feedback 8878
name_8879,26,Good,Feedback 8879
name_8880,39,Good,Feedback 8880
name_8881,97,Excellent,Feedback 8881
name_8882,64,Excellent,Feedback 8882
name_8883,39,Good,Feedback 8883
name_8884,73,Excellent,Feedback 8884
name_8885,28,Good,Feedback 8885
name_8886,8,Needs Improvement,Feedback 8886
name_8887,15,Needs Improvement,Feedback 8887
name_8888,5,Excellent,Feedback 8888
name_8889,8,Needs Improvement,Feedback 8889
name_8890,98,Excellent,Feedback 8890
name_8891,99,Needs Improvement,Feedback 8891
name_8892,27,Excellent,Feedback 8892
name_8893,58,Good,Feedback 8893
name_8894,53,Excellent,Feedback 8894
name_8895,22,Good,Feedback 8895
name_8896,38,Excellent,Feedback 8896
name_8897,99,Excellent,Feedback 8897
name_8898,11,Good,Feedback 8898
name_8899,28,Good,Feedback 8899
name_8900,80,Needs Improvement,Feedback 8900
name_8901,83,Good,Feedback 8901
name_8902,80,Good,Feedback 8902
name_8903,38,Good,Feedback 8903
name_8904,96,Needs Improvement,Feedback 8904
name_8905,85,Excellent,Feedback 8905
name_8906,68,Needs Improvement,Feedback 8906
name_8907,40,Needs Improvement,Feedback 8907
name_8908,44,Good,Feedback 8908
name_8909,27,Needs Improvement,Feedback 8909
name_8910,13,Needs Improvement,Feedback 8910
name_8911,49,Needs Improvement,Feedback 8911
name_8912,13,Excellent,Feedback 8912
name_8913,17,Good,Feedback 8913
name_8914,47,Needs Improvement,Feedback 8914
name_8915,44,Needs Improvement,Feedback 8915
name_8916,68,Excellent,Feedback 8916
name_8917,16,Needs Improvement,Feedback 8917
name_8918,54,Excellent,Feedback 8918
name_8919,11,Excellent,Feedback 8919
name_8920,89,Needs Improvement,Feedback 8920
name_8921,74,Good,Feedback 8921
name_8922,33,Excellent,Feedback 8922
name_8923,78,Good,Feedback 8923
name_8924,35,Excellent,Feedback 8924
name_8925,28,Needs Improvement,Feedback 8925
name_8926,96,Excellent,Feedback 8926
name_8927,90,Needs Improvement,Feedback 8927
name_8928,79,Needs Improvement,Feedback 8928
name_8929,85,Excellent,Feedback 8929
name_8930,77,Excellent,Feedback 8930
name_8931,84,Needs Improvement,Feedback 8931
name_8932,92,Needs Improvement,Feedback 8932
name_8933,57,Excellent,Feedback 8933
name_8934,38,Good,Feedback 8934
name_8935,17,Excellent,Feedback 8935
name_8936,2,Needs Improvement,Feedback 8936
name_8937,72,Needs Improvement,Feedback 8937
name_8938,45,Excellent,Feedback 8938
name_8939,28,Excellent,Feedback 8939
name_8940,13,Good,Feedback 8940
name_8941,26,Needs Improvement,Feedback 8941
name_8942,24,Excellent,Feedback 8942
name_8943,63,Needs Improvement,Feedback 8943
name_8944,70,Needs Improvement,Feedback 8944
name_8945,30,Excellent,Feedback 8945
name_8946,35,Good,Feedback 8946
name_8947,10,Needs Improvement,Feedback 8947
name_8948,63,Good,Feedback 8948
name_8949,42,Needs Improvement,Feedback 8949
name_8950,2,Good,Feedback 8950
name_8951,77,Needs Improvement,Feedback 8951
name_8952,68,Excellent,Feedback 8952
name_8953,25,Needs Improvement,Feedback 8953
name_8954,71,Needs Improvement,Feedback 8954
name_8955,77,Excellent,Feedback 8955
name_8956,37,Excellent,Feedback 8956
name_8957,44,Excellent,Feedback 8957
name_8958,42,Excellent,Feedback 8958
name_8959,45,Excellent,Feedback 8959
name_8960,82,Excellent,Feedback 8960
name_8961,18,Needs Improvement,Feedback 8961
name_8962,44,Excellent,Feedback 8962
name_8963,100,Needs Improvement,Feedback 8963
name_8964,31,Excellent,Feedback 8964
name_8965,16,Excellent,Feedback 8965
name_8966,48,Excellent,Feedback 8966
name_8967,61,Needs Improvement,Feedback 8967
name_8968,24,Good,Feedback 8968
name_8969,89,Needs Improvement,Feedback 8969
name_8970,8,Good,Feedback 8970
name_8971,60,Good,Feedback 8971
name_8972,71,Good,Feedback 8972
name_8973,49,Needs Improvement,Feedback 8973
name_8974,78,Excellent,Feedback 8974
name_8975,51,Good,Feedback 8975
name_8976,62,Needs Improvement,Feedback 8976
name_8977,2,Excellent,Feedback 8977
name_8978,63,Excellent,Feedback 8978
name_8979,96,Needs Improvement,Feedback 8979
name_8980,93,Good,Feedback 8980
name_8981,74,Excellent,Feedback 8981
name_8982,47,Needs Improvement,Feedback 8982
name_8983,89,Good,Feedback 8983
name_8984,80,Excellent,Feedback 8984
name_8985,9,Needs Improvement,Feedback 8985
name_8986,65,Excellent,Feedback 8986
name_8987,3,Needs Improvement,Feedback 8987
name_8988,17,Needs Improvement,Feedback 8988
name_8989,66,Good,Feedback 8989
name_8990,68,Good,Feedback 8990
name_8991,28,Needs Improvement,Feedback 8991
name_8992,16,Excellent,Feedback 8992
name_8993,83,Needs Improvement,Feedback 8993
name_8994,45,Good,Feedback 8994
name_8995,89,Needs Improvement,Feedback 8995
name_8996,69,Good,Feedback 8996
name_8997,53,Excellent,Feedback 8997
name_8998,87,Excellent,Feedback 8998
name_8999,9,Good,Feedback 8999
name_9000,66,Excellent,Feedback 9000
name_9001,55,Needs Improvement,Feedback 9001
name_9002,97,Good,Feedback 9002
name_9003,78,Needs Improvement,Feedback 9003
name_9004,91,Good,Feedback 9004
name_9005,63,Needs Improvement,Feedback 9005
name_9006,31,Excellent,Feedback 9006
name_9007,39,Good,Feedback 9007
name_9008,89,Good,Feedback 9008
name_9009,58,Needs Improvement,Feedback 9009
name_9010,37,Excellent,Feedback 9010
name_9011,62,Needs Improvement,Feedback 9011
name_9012,13,Good,Feedback 9012
name_9013,56,Needs Improvement,Feedback 9013
name_9014,16,Excellent,Feedback 9014
name_9015,38,Excellent,Feedback 9015
name_9016,86,Needs Improvement,Feedback 9016
name_9017,57,Needs Improvement,Feedback 9017
name_9018,28,Good,Feedback 9018
name_9019,38,Excellent,Feedback 9019
name_9020,39,Needs Improvement,Feedback 9020
name_9021,25,Needs Improvement,Feedback 9021
name_9022,7,Good,Feedback 9022
name_9023,30,Good,Feedback 9023
name_9024,70,Excellent,Feedback 9024
name_9025,1,Good,Feedback 9025
name_9026,68,Good,Feedback 9026
name_9027,3,Needs Improvement,Feedback 9027
name_9028,9,Excellent,Feedback 9028
name_9029,89,Excellent,Feedback 9029
name_9030,63,Excellent,Feedback 9030
name_9031,10,Excellent,Feedback 9031
name_9032,46,Good,Feedback 9032
name_9033,59,Good,Feedback 9033
name_9034,55,Needs Improvement,Feedback 9034
name_9035,36,Excellent,Feedback 9035
name_9036,75,Good,Feedback 9036
name_9037,35,Needs Improvement,Feedback 9037
name_9038,84,Needs Improvement,Feedback 9038
name_9039,12,Good,Feedback 9039
name_9040,5,Needs Improvement,Feedback 9040
name_9041,48,Good,Feedback 9041
name_9042,42,Excellent,Feedback 9042
name_9043,55,Good,Feedback 9043
name_9044,93,Good,Feedback 9044
name_9045,69,Good,Feedback 9045
name_9046,18,Needs Improvement,Feedback 9046
name_9047,80,Excellent,Feedback 9047
name_9048,76,Needs Improvement,Feedback 9048
name_9049,57,Needs Improvement,Feedback 9049
name_9050,53,Needs Improvement,Feedback 9050
name_9051,74,Needs Improvement,Feedback 9051
name_9052,84,Needs Improvement,Feedback 9052
name_9053,22,Excellent,Feedback 9053
name_9054,59,Excellent,Feedback 9054
name_9055,78,Needs Improvement,Feedback 9055
name_9056,98,Good,Feedback 9056
name_9057,79,Excellent,Feedback 9057
name_9058,5,Needs Improvement,Feedback 9058
name_9059,69,Excellent,Feedback 9059
name_9060,21,Excellent,Feedback 9060
name_9061,77,Excellent,Feedback 9061
name_9062,33,Needs Improvement,Feedback 9062
name_9063,65,Excellent,Feedback 9063
name_9064,82,Needs Improvement,Feedback 9064
name_9065,45,Good,Feedback 9065
name_9066,62,Good,Feedback 9066
name_9067,90,Needs Improvement,Feedback 9067
name_9068,74,Good,Feedback 9068
name_9069,31,Needs Improvement,Feedback 9069
name_9070,36,Good,Feedback 9070
name_9071,85,Excellent,Feedback 9071
name_9072,84,Needs Improvement,Feedback 9072
name_9073,28,Needs Improvement,Feedback 9073
name_9074,85,Needs Improvement,Feedback 9074
name_9075,83,Good,Feedback 9075
name_9076,7,Good,Feedback 9076
name_9077,25,Needs Improvement,Feedback 9077
name_9078,58,Needs Improvement,Feedback 9078
name_9079,11,Excellent,Feedback 9079
name_9080,62,Good,Feedback 9080
name_9081,59,Excellent,Feedback 9081
name_9082,65,Needs Improvement,Feedback 9082
name_9083,76,Excellent,Feedback 9083
name_9084,60,Needs Improvement,Feedback 9084
name_9085,92,Excellent,Feedback 9085
name_9086,38,Needs Improvement,Feedback 9086
name_9087,6,Needs Improvement,Feedback 9087
name_9088,90,Needs Improvement,Feedback 9088
name_9089,20,Excellent,Feedback 9089
name_9090,3,Excellent,Feedback 9090
name_9091,26,Needs Improvement,Feedback 9091
name_9092,94,Needs Improvement,Feedback 9092
name_9093,46,Good,Feedback 9093
name_9094,34,Good,Feedback 9094
name_9095,60,Needs Improvement,Feedback 9095
name_9096,100,Good,Feedback 9096
name_9097,27,Excellent,Feedback 9097
name_9098,20,Needs Improvement,Feedback 9098
name_9099,33,Needs Improvement,Feedback 9099
name_9100,60,Good,Feedback 9100
name_9101,92,Good,Feedback 9101
name_9102,53,Needs Improvement,Feedback 9102
name_9103,48,Excellent,Feedback 9103
name_9104,50,Excellent,Feedback 9104
name_9105,93,Needs Improvement,Feedback 9105
name_9106,16,Good,Feedback 9106
name_9107,2,Excellent,Feedback 9107
name_9108,29,Needs Improvement,Feedback 9108
name_9109,67,Needs Improvement,Feedback 9109
name_9110,26,Excellent,Feedback 9110
name_9111,3,Needs Improvement,Feedback 9111
name_9112,100,Needs Improvement,Feedback 9112
name_9113,32,Excellent,Feedback 9113
name_9114,94,Needs Improvement,Feedback 9114
name_9115,22,Excellent,Feedback 9115
name_9116,40,Excellent,Feedback 9116
name_9117,62,Needs Improvement,Feedback 9117
name_9118,13,Good,Feedback 9118
name_9119,82,Excellent,Feedback 9119
name_9120,33,Needs Improvement,Feedback 9120
name_9121,95,Excellent,Feedback 9121
name_9122,85,Excellent,Feedback 9122
name_9123,95,Good,Feedback 9123
name_9124,97,Good,Feedback 9124
name_9125,55,Needs Improvement,Feedback 9125
name_9126,51,Needs Improvement,Feedback 9126
name_9127,29,Needs Improvement,Feedback 9127
name_9128,38,Needs Improvement,Feedback 9128
name_9129,6,Needs Improvement,Feedback 9129
name_9130,23,Needs Improvement,Feedback 9130
name_9131,56,Good,Feedback 9131
name_9132,33,Good,Feedback 9132
name_9133,89,Needs Improvement,Feedback 9133
name_9134,77,Excellent,Feedback 9134
name_9135,16,Needs Improvement,Feedback 9135
name_9136,9,Needs Improvement,Feedback 9136
name_9137,51,Needs Improvement,Feedback 9137
name_9138,76,Excellent,Feedback 9138
